COADREAD	Labels	B:MUTA:nons:TP53::	B:MUTA:COMP:MLH1::	N:GEXP::MLH1:4292:	N:METH:cg00893636:MLH1:TssU2:Island	N:METH:cg04274487:RAB31:TssD133:Island	B:MUTA:LOF:MLH1::	N:METH:cg03414321:HCK:TssD21:Island	B:MUTA:COMP:SFRP5::	N:GEXP::GNAS:2778:	N:GEXP::CCND2:894:	N:GEXP::RNF128:79589:	N:METH:cg16884569:RASSF2:TssD656:Island	N:METH:cg23764381:ATRNL1:TssU438:Island	N:METH:cg10182321:STK32B:TssU777:Shore	N:GEXP::GPX2:2877:	N:METH:cg11476211:PRKCE:TssU216:Island	N:METH:cg01888411:ABTB2:TssD1263:Island	N:GEXP::CXCL14:9547:	N:METH:cg02982690:BHLHE22:TssU79:Shore	N:GEXP::EPM2AIP1:9852:	N:METH:cg19187185:RRAGD:TssU507:Shore	N:METH:cg16580737:MME:TssU57:Island	N:METH:cg09542745:SFRP5:TssD546:Island	N:GEXP::ATP5A1:498:	N:GEXP::PRR15:222171:	N:METH:cg18416881:AKR1B1:TssD28:Island	N:METH:cg02136132:KCNK13:TssU219:Island	N:METH:cg09979256:RSPO3:TssU80:Island	N:GEXP::DDX27:55661:	N:METH:cg19803671:UBE2E2:TssD600:Shore	N:GEXP::SLC25A3:5250:	N:METH:cg10073723:BMPER:TssU311:Island	N:METH:cg13436799:LRP2:TssD48:Island	B:MUTA:LOF:CUL1::	N:METH:cg25179291:FNBP1:TssU265:Island	N:METH:cg24009736:B4GALNT1:TssD89:Island	N:METH:cg07744166:WASF3:TssU357:Shore	N:METH:cg22188495:PRICKLE1:TssU308:Shore	N:METH:cg09185773:WASF3:TssD885:Shore	N:GEXP::TCF7:6932:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:METH:cg25924032:BMS1:TssD99:Island	N:METH:cg05702737:WNT10A:TssD211:Island	N:METH:cg09470640:PTPRO:TssD316:Shore	N:METH:cg17347389:TRIM9:TssD134:Shore	N:METH:cg06150468:BATF3:TssU757:Shore	N:METH:cg23096644:SGCE:TssD777:Shore	N:GEXP::C10orf99:387695:	N:METH:cg18762485:CH25H:TssU93:Shore	N:METH:cg25917510:HOXC8:TssU3:Island	N:GEXP::LRP4:4038:	N:GEXP::PBK:55872:	I:CNVR::METTL16:79066:	B:MUTA:LOF:KCNQ5::	N:GEXP::TPD52L2:7165:	N:GEXP::LRP1:4035:	N:METH:cg03770147:KLF7:TssD460:Shore	N:METH:cg22967284:SLIT1:TssU214:Island	N:METH:cg18244915:ZNF570:TssU35:Shore	N:GEXP::EN2:2020:	N:GEXP::CACNA2D2:9254:	N:METH:cg08228917:LHFP:TssD247:Island	N:METH:cg08478189:KLF7:TssD4:Shore	N:METH:cg09339301:QKI:TssD18:Island	N:METH:cg01803238:BCL2:TssD20:Island	N:GEXP::QPCT:25797:	N:GEXP::APOL3:80833:	N:MIR::hsa-miR-6715b-3p:Corrected:	N:METH:cg07806164:UBE2E2:TssD34:Island	N:GEXP::KDSR:2531:	N:GEXP::AXIN2:8313:	N:GEXP::NDUFC2:4718:	N:GEXP::FDFT1:2222:	B:MUTA:COMP:WWC1::	B:MUTA:nons:MACF1::	N:METH:cg17885062:NRCAM:TssD349:Island	N:METH:cg03884783:ZNF569:TssD114:Island	I:CNVR::ZNF396:252884:	I:CNVR::CDH19:28513:	N:GEXP::PXMP4:11264:	N:MIR::hsa-miR-34c-5p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	N:MIR::hsa-miR-625-5p:Corrected:	N:MIR::hsa-miR-195-3p:Corrected:	N:METH:cg15628498:ONECUT1:TssD374:Island	N:METH:cg15205507:ZNF331:TssD44:Island	I:CNVR::PIK3C3:5289:	I:CNVR::ZNF397:84307:	I:CNVR::C18orf21:83608:	N:METH:cg02407785:PCDH9:TssD293:Shore	N:GEXP::POFUT1:23509:	N:GEXP::ZMYND8:23613:	I:CNVR::YTHDF2:51441:	N:METH:cg03100040:ZNF345:TssD37:Island	B:MUTA:nons:ACVR2A::	I:CNVR::LOXHD1:125336:	N:METH:cg13843773:C4orf22:TssU64:Shore	I:CNVR::DSC3:1825:	N:GEXP::PLAGL2:5326:	I:CNVR::RNF133:168433:	N:METH:cg22634689:TMEM121:TssU80:Island	I:CNVR::ZNF24:7572:	N:GEXP::MOCS3:27304:	N:GEXP::KCNRG:283518:	N:GEXP::INTS10:55174:	I:CNVR::BCL2:596:	I:CNVR::SLC25A52:147407:	I:CNVR::CELF4:56853:	I:CNVR::PCAT18:728606:	I:CNVR::SMAD7:4092:	I:CNVR::CDH2:1000:	N:METH:cg26829131:HOXC-AS1:TssD30:Island	N:GEXP::PAX9:5083:	N:GEXP::ST6GAL1:6480:	N:GEXP::RPS27A:6233:	I:CNVR::SERPINB7:8710:	N:GEXP::PIGU:128869:	N:GEXP::GNG4:2786:	N:GEXP::LYG1:129530:	N:GEXP::YBX1:4904:	I:CNVR::CSTF2T:23283:	I:CNVR::CDH13:1012:	N:MIR::hsa-miR-3131:Corrected:	N:MIR::hsa-miR-206:Corrected:	N:MIR::hsa-miR-450a-5p:Corrected:	N:GEXP::OCRL:4952:	N:GEXP::DEFA5:1670:	B:MUTA:HOTS:PIK3CA:pE545:	N:GEXP::RNF160:26046:	N:GEXP::RPL37:6167:	N:GEXP::RPL12:6136:	B:MUTA:LOF:SOX9::	N:MIR::hsa-miR-128-1-5p:Corrected:	N:MIR::hsa-miR-92a-1-5p:Corrected:	N:MIR::hsa-miR-339-3p:Corrected:	N:GEXP::R3HDML:140902:	N:MIR::hsa-miR-6718-5p:Corrected:	I:CNVR::SNORA37:677819:	I:CNVR::RAB9BP1:9366:	B:MUTA:COMP:KANSL1::	N:MIR::hsa-miR-491-5p:Corrected:	N:MIR::hsa-miR-33b-5p:Corrected:	I:CNVR::GALNT13:114805:	B:MUTA:HOTS:PCBP1:pL102:	B:MUTA:HOTS:SMAD2:pS464:	B:MUTA:nons:WWC1::	B:MUTA:HOTS:KRAS:pA146:	I:CNVR::OC90:729330:	I:CNVR::RBFOX3:146713:	I:CNVR::CTB-118N6.3:101927233:	I:CNVR::LINC00659:100652730:	I:CNVR::ZNF716:441234:	I:CNVR::RP11-452N4.1:286094:	I:CNVR::SYN3:8224:	I:CNVR::GMDS:2762:	N:GEXP::CYP51A1:1595:	N:GEXP::LCN15:389812:	N:MIR::hsa-miR-323b-3p:Corrected:
TCGA-F4-6855	COADREAD_3	0	0	608.08	0.046974	0.34371999999999997	0	0.028484	1	18934.0	2804.8	1858.3	0.52112	0.032848	0.42856000000000005	9874.7	0.030154000000000004	0.054573	1401.4	0.29079	387.5	0.042582999999999996	0.58409	0.5592	7388.6	1878.6	0.6070399999999999	0.10184	0.61485	2471.6	0.086275	7761.7	0.041609	0.036537	0	0.048781	0.36203	0.41447	0.20348	0.67595	612.67	0.19633	0.076028	0.06413300000000001	0.23781999999999998	0.043733999999999995	0.053229	0.2644	1157.9	0.046909	0.039504000000000004	1030.6	312.22	0	1	2749.8	14652.0	0.038394	0.093624	0.038336	0.0	394.04	0.056083	0.037772	0.5029	0.039929	985.11	317.46	0.8801399999999999	0.085772	1196.5	4327.3	1668.5	2625.4	0	0	0.33866999999999997	0.053725999999999996	-1	-1	473.25	4.1807	2.8604	3.0805	4.1807	0.41144	0.27979	-1	-1	-1	0.15822999999999998	3971.2	1165.1	-1	0.047929	0	-1	0.037507	-1	1714.9	1	0.043837	-1	300.44	11.285	1348.4	-1	-1	-1	-1	-1	-1	0.10584	39.273	4614.0	16508.0	-1	571.43	365.9	3.2728	6419.9	0	0	0.0	0.8801399999999999	6.381	1559.8	114.55	0	570.77	31454.0	23723.0	0	3.7406	4.8408	10.342	5.2365	0.22004	-1	0	0	1.5402	1.3202	0	0	0	0	0	0	0	0	1	1	0	0	0	1663.9	1.3091	8.8014
TCGA-F4-6856	COADREAD_5	1	1	710.07	0.058298	0.13795	0	0.073006	1	14619.0	416.54	903.66	0.49258	0.15092	0.28891999999999995	3516.1	0.36241999999999996	0.51263	575.18	0.42478	366.21	0.066246	0.18395	0.43628	13347.0	781.35	0.10812000000000001	0.30067	0.4859	1713.7	0.14155	8088.2	0.16784000000000002	0.26152	0	0.060596000000000004	0.13235	0.48341000000000006	0.25605	0.071762	157.25	0.05135	0.18728	0.25613	0.24828000000000003	0.23294	0.074214	0.15195999999999998	406.05	0.045838	0.18878	863.07	623.4	0	0	1988.3	4922.2	0.09289299999999999	0.17234000000000002	0.45858999999999994	33.546	414.44	0.049988	0.050488	0.065875	0.16475	29.353	802.32	0.0	0.07079099999999999	1395.7	2543.2	1151.1	5890.9	0	0	0.092632	0.6203	0	0	393.47	2.4204	7.9528	23.166999999999998	3.4577	0.31535	0.52028	0	0	0	0.40744	1597.7	1009.9	0	0.60785	1	0	0.031421	0	540.94	0	0.11647	0	218.05	22.539	1365.6	0	0	0	0	0	0	0.13446	46.825	342.45	9170.1	0	538.14	11.182	5.5911	9047.8	0	0	1.3831	0.0	7.607	919.03	0.0	0	225.74	12751.0	16233.0	0	11.755999999999998	4.495	12.794	0.6989	0.69155	0	0	0	3.4577	3.112	0	0	0	0	1	0	0	0	0	0	0	0	0	5558.2	0.0	8.6443
TCGA-F5-6464	COADREAD_1	1	0	458.84	0.038912	0.49315	0	0.027697000000000003	0	10386.0	1720.0	2827.6	0.31446	0.044512	0.18366	9233.1	0.024727000000000002	0.10114	1031.7	0.021421	413.87	0.30496	0.30394	0.13976	9359.4	1792.2	0.46995	0.025164	0.028992	1733.2	0.084399	6864.4	0.034672	0.19665	0	0.035167000000000004	0.047969	0.08688799999999999	0.073254	0.19984000000000002	789.12	0.09535199999999999	0.19188	0.063071	0.084012	0.18126	0.056166999999999995	0.14282999999999998	25.895	0.030561	0.034878	118.08	88.134	-1	0	3580.8	12581.0	0.035528	0.069425	0.03549	4.543	22.261	0.3496	0.051788	0.39657	0.019844999999999998	110.39	586.5	0.17104	0.06919	2090.2	1029.0	1523.3	1739.5	0	0	0.048099	0.25211	1	1	425.68	4.7035	2.8221	2.2235	2.3945	0.030674	0.1984	1	1	1	0.42457	2919.8	828.18	0	0.6051300000000001	0	1	0.030507999999999997	1	1264.3	1	0.047763	1	292.57	9.6675	614.21	1	1	1	1	1	1	0.042285	3.6344	935.85	7683.1	1	823.64	2351.9	6.3602	7684.4	0	0	0.59863	0.085518	1.7104	753.23	2.7258	0	628.75	10554.0	10929.0	0	2.2235	3.7628	5.1311	4.543	0.8551799999999999	0	-1	0	1.5393	0.085518	1	0	0	0	0	1	1	-1	1	1	1	0	0	5277.0	16.809	2.9931
TCGA-F5-6465	COADREAD_3	1	0	640.01	0.03159	0.050407	0	0.02479	0	20775.0	6229.4	1349.0	0.07031	0.025174000000000002	0.12445	3320.8	0.026881	0.023507	3534.8	0.25063	490.54	0.043608	0.068216	0.032001999999999996	6409.1	1513.4	0.099222	0.036501	0.32172	2997.3	0.084663	6157.1	0.042932	0.50188	0	0.028723000000000002	0.042241	0.33196	0.025204	0.22607	1593.1	0.034179	0.014315999999999999	0.052453999999999994	0.25195	0.057198	0.04015	0.21635	1402.3	0.032108	0.023385	1721.2	361.57	-1	0	3353.7	14326.0	0.035148	0.027506	0.013147	0.7455	39.512	0.27721	0.031104000000000003	0.07059800000000001	0.027807	3428.2	445.81	3.6004	0.056224	1164.1	5101.4	1360.9	8231.1	1	0	0.03476	0.040996	-1	-1	669.84	0.90009	2.7003	3.7804	2.3402	0.032463	0.031594	-1	-1	-1	0.014963999999999998	5775.4	3724.9	0	0.051946000000000006	0	-1	0.020808	-1	4676.5	0	0.037297000000000004	-1	373.87	8.6851	1719.1	-1	-1	-1	-1	-1	-1	0.16602999999999998	4.1003	4672.8	10299.0	-1	1516.7	1482.8	6.3368	9489.5	0	1	3.0603	4.1404	2.7003	1872.0	64.486	0	622.12	12158.0	14115.0	0	3.9604	8.1008	5.9406	3.7275	0.90009	-1	0	0	5.2205	0.18002	1	0	0	1	0	1	0	0	1	-1	1	0	1	2028.9	62.995	5.4005
TCGA-F5-6571	COADREAD_1	1	0	519.05	0.040588	0.056669000000000004	0	0.21595	1	26076.0	1957.8	1500.5	0.05225	0.031249000000000002	0.06352200000000001	7506.8	0.044057	0.056667999999999996	6652.9	0.032813999999999996	454.42	0.049583999999999996	0.50425	0.37279	5175.6	2344.4	0.53737	0.050397000000000004	0.21249	3694.8	0.09467	7011.4	0.030817	0.031298	0	0.036456999999999996	0.51925	0.19394	0.05561	0.22901999999999997	3745.8	0.041689	0.017069	0.06955	0.29181	0.07887100000000001	0.049898000000000005	0.38342	912.05	0.025769999999999998	0.040954000000000004	1012.7	107.58	-1	1	5005.4	16881.0	0.045806	0.043276999999999996	0.033058	4.0143	16.057000000000002	0.04637	0.044057	0.41246000000000005	0.0398	319.94	689.26	0.5079600000000001	0.079213	1353.2	5565.4	1548.7	2217.1	0	0	0.045252999999999995	0.042748	-1	-1	850.23	3.4831	2.6849	2.5398	1.8141	0.15889	0.044956	-1	-1	-1	0.027192	7129.0	2139.6	0	0.054064	0	-1	0.039031	-1	3076.2	1	0.050582	-1	504.6	10.429	788.01	-1	-1	-1	-1	-1	-1	0.082538	11.24	3676.3	9301.2	-1	1625.4	3095.4	3.2114	12752.0	1	0	0.58052	0.14513	5.8052	1072.2	0.0	0	769.54	19259.0	15721.0	0	2.6849	8.9255	7.9096	52.18600000000001	0.5079600000000001	-1	0	0	2.1044	1.8867	-1	0	0	0	0	0	0	0	1	1	0	0	0	1824.5	0.0	2.5398
TCGA-F5-6702	COADREAD_1	1	0	674.51	0.03682	0.055730999999999996	0	0.025988999999999998	0	24387.0	4401.9	2157.4	0.029679	0.045813	0.06754500000000001	9668.3	0.043575	0.060082	1517.1	0.033483	648.49	0.063946	0.086675	0.039616000000000005	6073.9	1271.0	0.59934	0.043025	0.042404000000000004	3189.6	0.08796699999999999	5999.6	0.043684	0.069492	0	0.041446	0.055352	0.091794	0.039739	0.063343	1100.0	0.057089	0.02181	0.077698	0.10593	0.092609	0.05864400000000001	0.26374000000000003	521.68	0.045498000000000004	0.063682	271.37	109.05	-1	0	4564.2	19434.0	0.067255	0.03127	0.044185	0.8261	37.175	0.085293	0.048772	0.061029999999999994	0.065745	268.9	342.01	0.081814	0.10048	1497.3	1693.5	1636.9	1722.8	0	0	0.039606999999999996	0.055482000000000004	-1	-1	574.56	5.8088	3.9271	3.5998	1.6363	0.02507	0.050865	-1	-1	-1	0.040417	3938.5	2026.4	-1	0.069314	0	-1	0.035566	-1	1892.6	1	0.038551	-1	328.79	13.457	538.21	-1	-1	-1	-1	-1	-1	0.066013	5.3697	1587.0	6696.4	-1	1203.2	1081.0	1.6522	10528.0	-1	1	5.0724	0.081814	9.2449	1163.6	0.4131	0	594.38	15569.0	9237.9	0	3.9271	5.3179	4.0089	8.261000000000001	0.16363	-1	-1	0	3.1907	2.2908	0	0	0	0	0	1	0	-1	1	1	1	-1	1	2461.0	5.7827	5.8088
TCGA-F5-6810	COADREAD_1	1	0	673.97	0.044252	0.053926	0	0.01845	0	28766.0	2275.5	2049.4	0.042251	0.031123	0.046966	7468.6	0.043676	0.16792	7053.1	0.038627999999999996	626.81	0.042142	0.11341	0.033344	5954.7	1453.0	0.69687	0.033001	0.026837	3102.1	0.058772000000000005	7118.5	0.036225	0.03617	0	0.052907	0.04967	0.032342	0.036693	0.05720599999999999	1721.9	0.042523000000000005	0.01429	0.071648	0.42571000000000003	0.05235599999999999	0.061532	0.23340999999999998	974.38	0.043372	0.044591000000000006	1717.0	645.38	-1	0	3639.4	8520.2	0.05434	0.027509	0.024491	0.3713	80.95100000000001	0.047095	0.04069	0.5434100000000001	0.04342	1667.3	275.16	0.72802	0.06689500000000001	1088.4	4183.9	2386.2	6870.8	0	0	0.041786000000000004	0.44409	-1	-1	770.14	1.0192	2.4753	1.1648	2.9121	0.019003	0.34515999999999997	-1	-1	-1	0.020568	5417.4	2678.1	0	0.051122	0	-1	0.032401	-1	3170.4	1	0.035838	-1	370.22	8.5369	897.51	-1	-1	-1	-1	-1	-1	0.039231999999999996	14.482000000000001	2252.5	8561.8	-1	1877.5	134.79	2.228	11035.0	0	1	7.4258	0.29120999999999997	2.6209	1486.1	526.18	0	308.95	11067.0	11491.0	0	0.72802	1.7472	6.4066	34.163000000000004	0.0	-1	0	0	1.8928	1.3104	0	0	0	0	0	-1	0	0	1	1	1	-1	1	3482.0	13873.0	3.3489
TCGA-F5-6811	COADREAD_1	1	0	752.82	0.063231	0.52084	0	0.25895999999999997	0	31302.0	2084.6	1474.6	0.35470999999999997	0.032982	0.16990999999999998	6107.1	0.03374	0.11785	7583.6	0.060403	636.75	0.062019000000000005	0.21599000000000002	0.2313	7042.3	3576.6	0.11052000000000001	0.040544	0.65618	4385.3	0.09322000000000001	7305.0	0.032244	0.025788	0	0.048514	0.25998000000000004	0.034869	0.047719	0.08292100000000001	1963.3	0.047229	0.09324400000000001	0.066098	0.20886	0.05145	0.057492999999999995	0.15728	1256.1	0.041767	0.043095999999999995	2272.6	369.36	0	1	4664.5	13581.0	0.046892	0.33416	0.069091	47.931999999999995	54.981	0.056989	0.042081	0.139	0.038283	975.56	321.9	1.8467	0.075576	1571.0	2695.6	2509.9	4091.6	0	0	0.11089	0.042602	-1	-1	1007.0	2.1824	3.6934	2.1824	1.5109	0.018519	0.067247	-1	-1	-1	0.45779	9167.8	2225.6	-1	0.044281	0	-1	0.035124	-1	3231.2	1	0.067189	-1	645.68	10.197000000000001	1148.0	-1	-1	-1	-1	-1	-1	0.15809	1.4098	5404.1	8915.4	-1	1932.3	1874.5	3.7594	7559.2	0	-1	2.1824	0.33576	7.3867	1278.7	18.327	0	493.89	22471.0	13209.0	0	0.67152	5.2043	8.5619	3.7594	0.50364	-1	1	0	1.8467	2.3503	0	0	0	0	0	1	1	1	1	1	1	0	0	4575.2	138.16	4.7006
TCGA-F5-6812	COADREAD_1	1	0	612.13	0.043474	0.05430700000000001	0	0.14778	0	28780.0	4606.9	912.26	0.06837	0.037696	0.17257999999999998	7911.7	0.022313	0.046114999999999996	1738.6	0.033793000000000004	696.19	0.040012	0.089125	0.027877999999999997	6103.3	2618.1	0.081389	0.032436	0.059828	3605.4	0.10148	5443.2	0.018345	0.06732300000000001	0	0.038874	0.17019	0.041187	0.057959000000000004	0.032129000000000005	1183.0	0.043382	0.021823	0.31066	0.10106	0.06424099999999999	0.058455999999999994	0.26038	621.16	0.038812	0.031535	355.53	209.9	0	1	3897.9	7635.8	0.050543	0.029537	0.047575	22.795	40.841	0.043947	0.037285000000000006	0.090004	0.026948000000000003	495.79	867.15	0.23776999999999998	0.06732	1456.0	1504.5	2648.5	3830.5	0	0	0.036456	0.051148	-1	-1	596.46	6.4199	5.7066	1.07	2.9722	0.026713	0.039416	-1	-1	-1	0.029872000000000003	4293.0	2443.3	0	0.046457	0	-1	0.037521	-1	1816.5	0	0.45425	-1	386.56	3.7326	990.15	-1	-1	-1	-1	-1	-1	0.05677000000000001	4.7489	7555.0	9061.9	-1	1772.8	210.38	14.722000000000001	11401.0	0	1	0.35666	2.2589	4.8744	1021.5	4.7489	0	629.23	15486.0	12639.0	0	2.14	2.8533	7.371	37.991	0.35666	-1	0	0	1.7833	1.1889	0	0	0	0	0	0	0	0	1	1	0	-1	0	1939.0	4.7489	0.9511
TCGA-F5-6813	COADREAD_1	1	0	587.16	0.037507	0.076197	0	0.66415	0	32741.0	1280.9	1101.8	0.20647	0.039417	0.08982899999999999	25509.0	0.026116000000000004	0.045424	824.38	0.03083	610.31	0.058111	0.14426	0.056926	6301.4	1917.4	0.49887	0.13458	0.45674	3077.3	0.14495999999999998	8468.3	0.031865	0.033113	0	0.045044	0.46521999999999997	0.2737	0.03132	0.091039	1336.0	0.047888	0.021546	0.061357	0.37543000000000004	0.088621	0.073041	0.16513	1785.9	0.031853	0.049642	1914.2	349.06	-1	1	3139.4	7165.1	0.043772000000000005	0.030068	0.026864	5.2425	15.29	0.074205	0.053569000000000006	0.046061000000000005	0.039626999999999996	1976.8	401.05	1.9739	0.077837	1079.1	1490.6	2072.5	5170.4	0	0	0.19125999999999999	0.040925	-1	-1	1028.8	3.7285	3.5092	2.6319	2.4126	0.023679	0.26200999999999997	-1	-1	-1	0.019536	5047.6	1778.1	-1	0.053458000000000006	0	-1	0.033782	-1	3809.5	1	0.067608	-1	505.9	16.378	705.55	-1	-1	-1	-1	-1	-1	0.086627	42.376999999999995	4203.6	12663.0	-1	1393.2	2012.7	1.7475	7040.6	0	1	0.6579699999999999	0.0	5.4831	866.32	0.0	0	557.45	21809.0	17942.0	0	1.3159	8.5536	10.966	13.98	0.6579699999999999	-1	0	0	1.0966	0.21932	0	0	0	0	0	-1	0	0	1	1	-1	0	0	7893.8	0.4369	5.2638
TCGA-F5-6861	COADREAD_3	0	0	754.89	0.041257999999999996	0.39116	0	0.046099	0	18387.0	2668.8	1235.8	0.32529	0.031656000000000004	0.085655	12450.0	0.035844	0.049611	1005.0	0.042684	323.95	0.048037	0.55405	0.24373000000000003	14075.0	1526.0	0.5835	0.22105999999999998	0.03991	2638.0	0.1496	9797.0	0.027299	0.30296	0	0.048146	0.14231	0.26954	0.07835700000000001	0.19468	1288.8	0.43735	0.25301	0.07674199999999999	0.08965	0.22976999999999997	0.060150999999999996	0.051566999999999995	1500.5	0.035466000000000004	0.044220999999999996	1334.3	787.35	0	1	2903.3	7665.1	0.045096	0.041222	0.028012000000000002	0.6625	115.6	0.060205999999999996	0.054265999999999995	0.37792	0.026512	1496.2	173.57	2.6091	0.068287	1299.4	5313.2	1760.8	7076.9	0	0	0.042009	0.041359	0	0	544.55	1.4049	5.0174	4.8168	1.0035	0.024697999999999998	0.12142	0	0	0	0.040213	4128.2	2290.5	0	0.047389	0	0	0.039664	0	2762.8	0	0.05164199999999999	0	357.73	3.5045	1608.8	0	0	0	0	0	0	0.12082999999999999	10.6	4210.3	10264.0	0	873.47	99.039	3.9748	9620.7	0	0	1.4049	1.2042	5.4188	1339.8	509.11	0	487.25	14839.0	25480.0	0	5.8202	2.8098	5.6195	9.9371	0.4014	0	0	0	1.8063	2.6091	0	1	0	0	0	0	0	0	1	0	0	0	0	2431.3	15982.0	9.0314
TCGA-F5-6863	COADREAD_1	1	0	472.49	0.037006	0.056673	0	0.037795999999999996	1	41782.0	6579.2	1334.6	0.034413	0.037029	0.047632	14046.0	0.027722000000000004	0.060492	3242.4	0.039061	404.83	0.031658	0.10008	0.39724	6166.9	2879.9	0.45819	0.14485	0.18805999999999998	3650.2	0.13224	6905.6	0.030023	0.042857	0	0.038519	0.054998000000000005	0.27473000000000003	0.050796	0.24406	2336.1	0.040691000000000005	0.020498	0.07231599999999999	0.035220999999999995	0.047451	0.07803600000000001	0.05885	979.55	0.030856	0.043087	852.93	228.62	-1	0	5887.0	10553.0	0.035126	0.032022	0.028158999999999997	4.0892	49.071000000000005	0.077034	0.042446	0.48845	0.036791000000000004	881.41	176.21	0.0	0.065105	892.19	6241.4	2032.3	2611.9	0	0	0.11857999999999999	0.053191999999999996	-1	-1	637.55	2.3988	5.5971	1.4659	2.532	0.022913	0.035108999999999994	-1	-1	-1	0.027368	6809.7	2497.0	0	0.057828	0	-1	0.035741	-1	3080.7	1	0.052391	-1	400.74	23.424	975.47	-1	-1	-1	-1	-1	-1	0.12605	5.2045	4705.9	15516.0	-1	1471.0	3971.0	17.472	11909.0	0	1	0.26653000000000004	0.26653000000000004	2.9318	637.92	296.65	0	341.26	29210.0	19495.0	0	1.7324	4.3977	7.9959	21.561	0.0	-1	0	0	1.0661	1.999	1	0	0	0	0	1	0	0	1	1	1	-1	0	1822.7	14.126	3.3316
TCGA-F5-6864	COADREAD_1	1	0	627.18	0.040719	0.06537000000000001	0	0.035787	0	35952.0	1147.6	1523.1	0.08883300000000001	0.033957	0.10067000000000001	11756.0	0.02141	0.067312	424.3	0.049511	708.18	0.078206	0.080163	0.036456	6452.3	3084.0	0.088645	0.039344	0.47198999999999997	4451.6	0.079827	7313.0	0.033363	0.082811	0	0.036955	0.139	0.042638	0.030355	0.034733	945.87	0.0558	0.01315	0.071372	0.035695	0.036899	0.054877999999999996	0.33948	1391.4	0.030612	0.048057	689.1	150.26	-1	1	5515.9	11628.0	0.053459000000000007	0.027655000000000002	0.027355	1.514	71.53699999999999	0.045912	0.041533	0.064609	0.035410000000000004	151.02	546.93	0.63355	0.069066	1004.9	2941.0	1893.6	2395.2	0	1	0.061376	0.063111	-1	-1	1330.0	2.7152	7.15	3.8013	1.3576	0.018962	0.46687	-1	-1	-1	0.027287	9389.1	2007.2	-1	0.046442000000000004	0	-1	0.026224	-1	3403.5	1	0.09209400000000001	-1	715.75	4.1332	675.25	-1	-1	-1	-1	-1	-1	0.11614000000000001	14.383	5620.7	6406.1	-1	1361.8	2036.7	3.028	10180.0	-1	0	0.090507	0.36203	4.6159	1134.0	15.897	0	674.11	17838.0	15271.0	0	1.7196	1.1766	6.607	5.6775	0.27152	-1	-1	0	0.72406	2.7152	1	0	0	0	0	1	1	0	1	1	1	0	0	4198.0	4.542	5.0684
TCGA-G4-6293	COADREAD_3	0	0	597.03	0.041233	0.61143	0	0.083723	0	20685.0	8273.6	1198.8	0.36588000000000004	0.043342	0.16585999999999998	20442.0	0.050207	0.14427	7830.9	0.47371	610.82	0.037757	0.18723	0.27125	11382.0	6044.5	0.48558	0.38538	0.60053	2208.4	0.11880999999999999	8715.8	0.049402	0.56734	0	0.05475700000000001	0.093923	0.20143	0.056336000000000004	0.30044	1135.2	0.49996	0.15725	0.08489400000000001	0.58167	0.14329	0.14185	0.4833	4527.6	0.035542000000000004	0.037665	2447.6	285.26	0	1	3152.7	15792.0	0.042494	0.075919	0.52263	237.54	190.88	0.10245	0.051095999999999996	0.41226	0.033927	2527.6	321.85	2.3745	0.082838	1047.2	13420.0	1557.8	5686.1	0	0	0.11771	0.6439699999999999	0	0	599.15	1.4841	6.53	2.6714	3.5618	0.023035	0.51095	0	0	0	0.16178	4736.5	2406.7	0	0.073628	0	0	0.03268	0	2822.9	1	0.29769	0	393.43	4.3213	1277.3	0	0	0	0	0	0	0.36982	41.888000000000005	1408.3	6440.6	0	898.2	139.98	4.772	8392.4	0	0	2.3745	0.89045	5.0459	1049.3	376.46	0	698.83	11609.0	13443.0	0	8.3109	6.2332	10.389000000000001	3.7116	0.0	0	0	0	2.0777	2.9682	0	0	0	0	0	0	0	0	1	1	0	0	0	3527.6	4.2418	2.9682
